Id,Building Class,Zoning Classification,Lot Frontage Length,Lot Area Square Feet,Road Type,Alley Access,Lot Shape,Land Contour,Utility Availability,Lot Configuration,Land Slope,Neighborhood Name,Primary Proximity Condition,Secondary Proximity Condition,Building Type,House Style,Overall Material Quality,Overall Condition Rating,Construction Year,Remodel Year,Roof Style,Roof Material,Primary Exterior Material,Secondary Exterior Material,Masonry Veneer Type,Masonry Veneer Area,Exterior Quality,Exterior Condition,Foundation Type,Basement Height Quality,Basement Condition,Basement Exposure Level,Basement Finish Type One,Basement Finished Area One,Basement Finish Type Two,Basement Finished Area Two,Basement Unfinished Area,Total Basement Area,Heating System,Heating Quality,Central Air Conditioning,Electrical System,First Floor Area,Second Floor Area,Low Quality Finished Area,Above Ground Living Area,Basement Full Bathrooms,Basement Half Bathrooms,Full Bathrooms,Half Bathrooms,Bedrooms Above Ground,Kitchens Above Ground,Kitchen Quality,Total Rooms Above Ground,Home Functionality,Number of Fireplaces,Fireplace Quality,Garage Type,Garage Construction Year,Garage Finish Level,Garage Capacity Cars,Garage Area Square Feet,Garage Quality,Garage Condition,Driveway Paving,Wood Deck Area,Open Porch Area,Enclosed Porch Area,Three Season Porch Area,Screen Porch Area,Pool Area,Pool Quality,Fence Type,Miscellaneous Feature,Miscellaneous Value,Month Sold,Year Sold,Sale Type,Sale Condition,House Sale Price
36,60,Residential Low Density,108.0,13418,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,Northridge Heights,Normal,Normal,Single Family Detached,Two story,8,5,2004,2005,Gable,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,Stone,132.0,Good,Typical Average,Poured Concrete,Excellent,Typical Average,Average Exposure,Unfinished,0,Unfinished,0,1117,1117,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1132,1320,0,2452,0,0,3,1,4,1,Good,9,Typical Functionality,1,Good,Built-In (part of house),2004.0,Finished,3,691,Typical Average,Typical Average,Yes,113,32,0,0,0,0,,,,0,9,2006,Warranty Deed - Conventional,Normal Sale,309000
37,20,Residential Low Density,112.0,10859,Paved Road,,Regular,Level,All Public Utilities,Corner,Gentle Slope,College Creek,Normal,Normal,Single Family Detached,One story,5,5,1994,1995,Gable,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,,0.0,Typical Average,Typical Average,Poured Concrete,Good,Typical Average,No Exposure,Unfinished,0,Unfinished,0,1097,1097,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1097,0,0,1097,0,0,1,1,3,1,Typical Average,6,Typical Functionality,0,,Attached to home,1995.0,Unfinished,2,672,Typical Average,Typical Average,Yes,392,64,0,0,0,0,,,,0,6,2009,Warranty Deed - Conventional,Normal Sale,145000
38,20,Residential Low Density,74.0,8532,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,North Ames,Normal,Normal,Single Family Detached,One story,5,6,1954,1990,Hip,Standard Composite Shingle,Wood Siding,Wood Siding,Brick Face,650.0,Typical Average,Typical Average,Cinder Block,Typical Average,Typical Average,No Exposure,Average Rec Room,1213,Unfinished,0,84,1297,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1297,0,0,1297,0,1,1,0,3,1,Typical Average,5,Typical Functionality,1,Typical Average,Attached to home,1954.0,Finished,2,498,Typical Average,Typical Average,Yes,0,0,0,0,0,0,,,,0,10,2009,Warranty Deed - Conventional,Normal Sale,153000
39,20,Residential Low Density,68.0,7922,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,North Ames,Normal,Normal,Single Family Detached,One story,5,7,1953,2007,Gable,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,,0.0,Typical Average,Good,Cinder Block,Typical Average,Typical Average,No Exposure,Good Living Quarters,731,Unfinished,0,326,1057,Gas forced warm air furnace,Typical Average,Yes,Standard Circuit Breakers & Romex,1057,0,0,1057,1,0,1,0,3,1,Good,5,Typical Functionality,0,,Detached from home,1953.0,Unfinished,1,246,Typical Average,Typical Average,Yes,0,52,0,0,0,0,,,,0,1,2010,Warranty Deed - Conventional,Abnormal Sale,109000
40,90,Residential Low Density,65.0,6040,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,Edwards,Normal,Normal,Duplex House,One story,4,5,1955,1955,Gable,Standard Composite Shingle,AsbShng,Plywood,,0.0,Typical Average,Typical Average,Poured Concrete,,,,,0,,0,0,0,Gas forced warm air furnace,Typical Average,No,60 AMP Fuse Box (Poor),1152,0,0,1152,0,0,2,0,2,2,Fair,6,Typical Functionality,0,,,,,0,0,,,No,0,0,0,0,0,0,,,,0,6,2008,Warranty Deed - Conventional,Adjoining Land Purchase,82000
41,20,Residential Low Density,84.0,8658,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,North Ames,Normal,Normal,Single Family Detached,One story,6,5,1965,1965,Gable,Standard Composite Shingle,Wood Siding,Wood Siding,Brick Face,101.0,Typical Average,Typical Average,Cinder Block,Typical Average,Typical Average,No Exposure,Average Rec Room,643,Unfinished,0,445,1088,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1324,0,0,1324,0,0,2,0,3,1,Typical Average,6,Typical Functionality,1,Typical Average,Attached to home,1965.0,Rough Finished,2,440,Typical Average,Typical Average,Yes,0,138,0,0,0,0,,Good Wood,,0,12,2006,Warranty Deed - Conventional,Abnormal Sale,160000
42,20,Residential Low Density,115.0,16905,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,Timberland,Normal,Normal,Single Family Detached,One story,5,6,1959,1959,Gable,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,,0.0,Typical Average,Good,Cinder Block,Typical Average,Typical Average,Good,Below Average Living Quarters,967,Unfinished,0,383,1350,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1328,0,0,1328,0,1,1,1,2,1,Typical Average,5,Typical Functionality,2,Good,Attached to home,1959.0,Rough Finished,1,308,Typical Average,Typical Average,P,0,104,0,0,0,0,,,,0,7,2007,Warranty Deed - Conventional,Normal Sale,170000
43,85,Residential Low Density,,9180,Paved Road,,Slightly Irregular,Level,All Public Utilities,CulDSac,Gentle Slope,Sawyer West,Normal,Normal,Single Family Detached,Split Foyer,5,7,1983,1983,Gable,Standard Composite Shingle,Hardboard Siding,Hardboard Siding,,0.0,Typical Average,Typical Average,Cinder Block,Good,Typical Average,Average Exposure,Average Living Quarters,747,Low Quality,93,0,840,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,884,0,0,884,1,0,1,0,2,1,Good,5,Typical Functionality,0,,Attached to home,1983.0,Rough Finished,2,504,Typical Average,Good,Yes,240,0,0,0,0,0,,Minimum Privacy,,0,12,2007,Warranty Deed - Conventional,Normal Sale,144000
44,20,Residential Low Density,,9200,Paved Road,,Slightly Irregular,Level,All Public Utilities,CulDSac,Gentle Slope,College Creek,Normal,Normal,Single Family Detached,One story,5,6,1975,1980,Hip,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,,0.0,Typical Average,Typical Average,Cinder Block,Good,Typical Average,Average Exposure,Low Quality,280,Below Average Living Quarters,491,167,938,Gas forced warm air furnace,Typical Average,Yes,Standard Circuit Breakers & Romex,938,0,0,938,1,0,1,0,3,1,Typical Average,5,Typical Functionality,0,,Detached from home,1977.0,Unfinished,1,308,Typical Average,Typical Average,Yes,145,0,0,0,0,0,,Minimum Privacy,,0,7,2008,Warranty Deed - Conventional,Normal Sale,130250
45,20,Residential Low Density,70.0,7945,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,North Ames,Normal,Normal,Single Family Detached,One story,5,6,1959,1959,Gable,Standard Composite Shingle,Brick Face,Wood Siding,,0.0,Typical Average,Typical Average,Cinder Block,Typical Average,Typical Average,No Exposure,Average Living Quarters,179,Below Average Living Quarters,506,465,1150,Gas forced warm air furnace,Excellent,Yes,Fuse Box over 60 AMP (Average),1150,0,0,1150,1,0,1,0,3,1,Typical Average,6,Typical Functionality,0,,Attached to home,1959.0,Rough Finished,1,300,Typical Average,Typical Average,Yes,0,0,0,0,0,0,,,,0,5,2006,Warranty Deed - Conventional,Normal Sale,141000
46,120,Residential Low Density,61.0,7658,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,Northridge Heights,Normal,Normal,Townhouse End Unit,One story,9,5,2005,2005,Hip,Standard Composite Shingle,Metal Siding,Metal Siding,Brick Face,412.0,Excellent,Typical Average,Poured Concrete,Excellent,Typical Average,No Exposure,Good Living Quarters,456,Unfinished,0,1296,1752,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1752,0,0,1752,1,0,2,0,2,1,Excellent,6,Typical Functionality,1,Good,Attached to home,2005.0,Rough Finished,2,576,Typical Average,Typical Average,Yes,196,82,0,0,0,0,,,,0,2,2010,Warranty Deed - Conventional,Normal Sale,319900
47,50,Residential Low Density,48.0,12822,Paved Road,,Slightly Irregular,Level,All Public Utilities,CulDSac,Gentle Slope,Mitchell,Normal,Normal,Single Family Detached,One and one-half story: 2nd level finished,7,5,2003,2003,Gable,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,,0.0,Good,Typical Average,Poured Concrete,Excellent,Typical Average,No Exposure,Good Living Quarters,1351,Unfinished,0,83,1434,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1518,631,0,2149,1,0,1,1,1,1,Good,6,Typical Functionality,1,Excellent,Attached to home,2003.0,Rough Finished,2,670,Typical Average,Typical Average,Yes,168,43,0,0,198,0,,,,0,8,2009,Warranty Deed - Conventional,Abnormal Sale,239686
48,20,Floating Village Residential,84.0,11096,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,Somerset,Normal,Normal,Single Family Detached,One story,8,5,2006,2006,Gable,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,,0.0,Good,Typical Average,Poured Concrete,Good,Typical Average,Average Exposure,Good Living Quarters,24,Unfinished,0,1632,1656,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1656,0,0,1656,0,0,2,0,3,1,Good,7,Typical Functionality,0,,Attached to home,2006.0,Rough Finished,3,826,Typical Average,Typical Average,Yes,0,146,0,0,0,0,,,,0,7,2007,Warranty Deed - Conventional,Normal Sale,249700
49,190,Residential Medium Density,33.0,4456,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,Old Town,Normal,Normal,Two Family Conversion,Two story,4,5,1920,2008,Gable,Standard Composite Shingle,Metal Siding,Metal Siding,,0.0,Typical Average,Typical Average,Brick Tile,Typical Average,Typical Average,No Exposure,Unfinished,0,Unfinished,0,736,736,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,736,716,0,1452,0,0,2,0,2,3,Typical Average,8,Typical Functionality,0,,,,,0,0,,,No,0,0,102,0,0,0,,,,0,6,2009,Home just constructed and sold,Partial Sale,113000
50,20,Residential Low Density,66.0,7742,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,Sawyer,Normal,Normal,Single Family Detached,One story,5,7,1966,1966,Gable,Standard Composite Shingle,Hardboard Siding,Hardboard Siding,,0.0,Typical Average,Typical Average,Cinder Block,Typical Average,Typical Average,No Exposure,Below Average Living Quarters,763,Unfinished,0,192,955,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,955,0,0,955,1,0,1,0,3,1,Typical Average,6,Typical Functionality,0,,Attached to home,1966.0,Unfinished,1,386,Typical Average,Typical Average,Yes,0,0,0,0,0,0,,Minimum Privacy,,0,1,2007,Warranty Deed - Conventional,Normal Sale,127000
51,60,Residential Low Density,,13869,Paved Road,,Moderately Irregular,Level,All Public Utilities,Corner,Gentle Slope,Gilbert,Normal,Normal,Single Family Detached,Two story,6,6,1997,1997,Gable,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,,0.0,Typical Average,Typical Average,Poured Concrete,Good,Typical Average,Average Exposure,Good Living Quarters,182,Unfinished,0,612,794,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,794,676,0,1470,0,1,2,0,3,1,Typical Average,6,Typical Functionality,0,,Attached to home,1997.0,Finished,2,388,Typical Average,Typical Average,Yes,0,75,0,0,0,0,,,,0,7,2007,Warranty Deed - Conventional,Normal Sale,177000
52,50,Residential Medium Density,52.0,6240,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,Brookside,Normal,Normal,Single Family Detached,One and one-half story: 2nd level finished,6,6,1934,1950,Gable,Standard Composite Shingle,Wood Siding,Wood Siding,,0.0,Typical Average,Typical Average,Poured Concrete,Typical Average,Typical Average,No Exposure,Unfinished,0,Unfinished,0,816,816,Gas forced warm air furnace,Typical Average,Yes,Standard Circuit Breakers & Romex,816,0,360,1176,0,0,1,0,3,1,Typical Average,6,Typical Functionality,1,Good,Detached from home,1985.0,Unfinished,2,528,Typical Average,Typical Average,Yes,112,0,0,0,0,0,,Minimum Privacy,Shed (over 100 SF),400,9,2006,Warranty Deed - Conventional,Normal Sale,114500
53,90,Residential Medium Density,110.0,8472,Gravel Road,,Moderately Irregular,Banked,All Public Utilities,Corner,Moderate Slope,Iowa DOT and Rail Road,Within 200 feet of North-South Railroad,Normal,Duplex House,One story,5,5,1963,1963,Gable,Standard Composite Shingle,Wood Siding,Wood Siding,,0.0,Fair,Typical Average,Cinder Block,Good,Typical Average,Good,Low Quality,104,Good Living Quarters,712,0,816,Gas forced warm air furnace,Typical Average,No,Standard Circuit Breakers & Romex,816,0,0,816,1,0,1,0,2,1,Typical Average,5,Typical Functionality,0,,Car Port,1963.0,Unfinished,2,516,Typical Average,Typical Average,Yes,106,0,0,0,0,0,,,,0,5,2010,Warranty Deed - Conventional,Normal Sale,110000
54,20,Residential Low Density,68.0,50271,Paved Road,,Slightly Irregular,Depressed,All Public Utilities,Inside,Gentle Slope,Veenker,Normal,Normal,Single Family Detached,One story,9,5,1981,1987,Gable,Wood Shingles,WdShing,Wd Shng,,0.0,Good,Typical Average,Cinder Block,Excellent,Typical Average,Good,Good Living Quarters,1810,Unfinished,0,32,1842,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1842,0,0,1842,2,0,0,1,0,1,Good,5,Typical Functionality,1,Good,Attached to home,1981.0,Finished,3,894,Typical Average,Typical Average,Yes,857,72,0,0,0,0,,,,0,11,2006,Warranty Deed - Conventional,Normal Sale,385000
55,80,Residential Low Density,60.0,7134,Paved Road,,Regular,Banked,All Public Utilities,Inside,Moderate Slope,North Ames,Normal,Normal,Single Family Detached,Split Level,5,5,1955,1955,Gable,Standard Composite Shingle,Metal Siding,Metal Siding,,0.0,Typical Average,Typical Average,Cinder Block,Typical Average,Typical Average,No Exposure,Average Living Quarters,384,Unfinished,0,0,384,Gas forced warm air furnace,Typical Average,Yes,Standard Circuit Breakers & Romex,1360,0,0,1360,0,0,1,0,3,1,Typical Average,6,Minor Deductions One,1,Typical Average,Detached from home,1962.0,Unfinished,2,572,Typical Average,Typical Average,Yes,0,50,0,0,0,0,,Minimum Privacy,,0,2,2007,Warranty Deed - Conventional,Normal Sale,130000
56,20,Residential Low Density,100.0,10175,Paved Road,,Slightly Irregular,Level,All Public Utilities,Inside,Gentle Slope,North Ames,Normal,Normal,Single Family Detached,One story,6,5,1964,1964,Gable,Standard Composite Shingle,Hardboard Siding,Plywood,Brick Face,272.0,Typical Average,Typical Average,Cinder Block,Typical Average,Typical Average,No Exposure,Below Average Living Quarters,490,Unfinished,0,935,1425,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,1425,0,0,1425,0,0,2,0,3,1,Typical Average,7,Typical Functionality,1,Good,Attached to home,1964.0,Rough Finished,2,576,Typical Average,Typical Average,Yes,0,0,0,407,0,0,,,,0,7,2008,Warranty Deed - Conventional,Normal Sale,180500
57,160,Floating Village Residential,24.0,2645,Paved Road,Paved Road,Regular,Level,All Public Utilities,Inside,Gentle Slope,Somerset,Normal,Normal,Townhouse Inside Unit,Two story,8,5,1999,2000,Gable,Standard Composite Shingle,Metal Siding,Metal Siding,Brick Face,456.0,Good,Typical Average,Poured Concrete,Good,Typical Average,No Exposure,Good Living Quarters,649,Unfinished,0,321,970,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,983,756,0,1739,1,0,2,1,3,1,Good,7,Typical Functionality,0,,Attached to home,1999.0,Finished,2,480,Typical Average,Typical Average,Yes,115,0,0,0,0,0,,,,0,8,2009,Warranty Deed - Conventional,Abnormal Sale,172500
58,60,Residential Low Density,89.0,11645,Paved Road,,Slightly Irregular,Level,All Public Utilities,Corner,Gentle Slope,College Creek,Normal,Normal,Single Family Detached,Two story,7,5,2004,2004,Gable,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,,0.0,Good,Typical Average,Poured Concrete,Good,Typical Average,No Exposure,Unfinished,0,Unfinished,0,860,860,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,860,860,0,1720,0,0,2,1,3,1,Good,7,Typical Functionality,0,,Attached to home,2004.0,Rough Finished,2,565,Typical Average,Typical Average,Yes,0,70,0,0,0,0,,,,0,8,2006,Warranty Deed - Conventional,Normal Sale,196500
59,60,Residential Low Density,66.0,13682,Paved Road,,Moderately Irregular,HillSide,All Public Utilities,CulDSac,Gentle Slope,Stone Brook,Normal,Normal,Single Family Detached,Two story,10,5,2006,2006,Hip,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,Brick Face,1031.0,Excellent,Typical Average,Poured Concrete,Excellent,Typical Average,Good,Unfinished,0,Unfinished,0,1410,1410,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1426,1519,0,2945,0,0,3,1,3,1,Good,10,Typical Functionality,1,Good,Built-In (part of house),2006.0,Finished,3,641,Typical Average,Typical Average,Yes,192,0,37,0,0,0,,,,0,10,2006,Home just constructed and sold,Partial Sale,438780
60,20,Residential Low Density,60.0,7200,Paved Road,,Regular,Banked,All Public Utilities,Inside,Gentle Slope,College Creek,Normal,Normal,Single Family Detached,One story,5,7,1972,1972,Gable,Standard Composite Shingle,Hardboard Siding,Hardboard Siding,,0.0,Typical Average,Typical Average,Cinder Block,Typical Average,Typical Average,Average Exposure,Average Living Quarters,632,Unfinished,0,148,780,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,780,0,0,780,0,0,1,0,2,1,Typical Average,4,Typical Functionality,0,,Detached from home,1973.0,Unfinished,1,352,Typical Average,Typical Average,Yes,196,0,0,0,0,0,,Minimum Privacy,,0,1,2008,Warranty Deed - Conventional,Normal Sale,124900
61,20,Residential Low Density,63.0,13072,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,Sawyer West,Adjacent to East-West Railroad,Normal,Single Family Detached,One story,6,5,2004,2004,Gable,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,,0.0,Typical Average,Typical Average,Poured Concrete,Good,Typical Average,No Exposure,Average Living Quarters,941,Unfinished,0,217,1158,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1158,0,0,1158,1,0,1,1,3,1,Good,5,Typical Functionality,0,,Detached from home,2006.0,Unfinished,2,576,Typical Average,Typical Average,Yes,0,50,0,0,0,0,,,,0,5,2006,Home just constructed and sold,Partial Sale,158000
62,75,Residential Medium Density,60.0,7200,Paved Road,,Regular,Level,All Public Utilities,Inside,Gentle Slope,Iowa DOT and Rail Road,Normal,Normal,Single Family Detached,Two and one-half story: 2nd level unfinished,5,7,1920,1996,Gable,Standard Composite Shingle,Metal Siding,Metal Siding,,0.0,Typical Average,Typical Average,Brick Tile,Typical Average,Fair,No Exposure,Unfinished,0,Unfinished,0,530,530,Gas forced warm air furnace,Typical Average,No,Standard Circuit Breakers & Romex,581,530,0,1111,0,0,1,0,3,1,Fair,6,Typical Functionality,0,,Detached from home,1935.0,Unfinished,1,288,Typical Average,Typical Average,No,0,0,144,0,0,0,,,,0,3,2007,Warranty Deed - Conventional,Normal Sale,101000
63,120,Residential Low Density,44.0,6442,Paved Road,,Slightly Irregular,Level,All Public Utilities,Inside,Gentle Slope,Northridge Heights,Normal,Normal,Townhouse End Unit,One story,8,5,2006,2006,Gable,Standard Composite Shingle,Vinyl Siding,Vinyl Siding,Stone,178.0,Good,Typical Average,Poured Concrete,Good,Good,Minimum Exposure,Good Living Quarters,24,Unfinished,0,1346,1370,Gas forced warm air furnace,Excellent,Yes,Standard Circuit Breakers & Romex,1370,0,0,1370,0,0,2,0,2,1,Good,6,Typical Functionality,1,Good,Attached to home,2006.0,Rough Finished,2,484,Typical Average,Typical Average,Yes,120,49,0,0,0,0,,,,0,10,2007,Warranty Deed - Conventional,Normal Sale,202500
64,70,Residential Medium Density,50.0,10300,Paved Road,,Slightly Irregular,Banked,All Public Utilities,Inside,Gentle Slope,Old Town,Adjacent to North-South Railroad,Adjacent to feeder street,Single Family Detached,Two story,7,6,1921,1950,Gable,Standard Composite Shingle,Stucco,Stucco,,0.0,Typical Average,Typical Average,Brick Tile,Typical Average,Typical Average,No Exposure,Unfinished,0,Unfinished,0,576,576,Gas forced warm air furnace,Good,Yes,Standard Circuit Breakers & Romex,902,808,0,1710,0,0,2,0,3,1,Typical Average,9,Typical Functionality,0,,Detached from home,1990.0,Unfinished,2,480,Typical Average,Typical Average,Yes,12,11,64,0,0,0,,Good Privacy,,0,4,2010,Warranty Deed - Conventional,Normal Sale,140000
